client_product,iwd_product,article_number,combined_score
Bio Vegane Eintöpfe/Suppe sort.,"EXPRESSI LIMITED EDITION Hot Chocolate, Weiße Schoko Himbeere oder Kakao Cookie, 16 Kapseln",545726,0.4850000143051147
Speisezeit Gulaschsuppe,SPEISEZEIT Gulaschsuppe 400 ml,191356,0.8849999904632568
Speisezeit Gulaschsuppe,LE GUSTO Beutelsuppen Mix verschiedene Sorten,625325,0.6690000295639038
Speisezeit Gulaschsuppe,"SPEISEZEIT Feinkostsuppen verschiedene Sorten, 400 ml",191357,0.6510000228881836
Speisezeit Gulaschsuppe,"ASIA GREEN GARDEN Vietnamnesische Pho-Suppen verschiedene Sorten, 70g",284971,0.5979999899864197
Speisezeit Gulaschsuppe,"NATUR LIEBLINGE Suppengemüse, 800g, Ursprung: S, Etikett",228793,0.5460000038146973
Speisezeit Tomatenrahmsuppe,SPEISEZEIT Tomatenrahmsuppe 400 ml,191533,0.9020000100135803
Speisezeit Tomatenrahmsuppe,SPEISEZEIT Gulaschsuppe 400 ml,191356,0.7269999980926514
Speisezeit Tomatenrahmsuppe,LE GUSTO Beutelsuppen Mix verschiedene Sorten,625325,0.6359999775886536
Speisezeit Tomatenrahmsuppe,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5630000233650208
Speisezeit Tomatenrahmsuppe,"ASIA GREEN GARDEN Vietnamnesische Pho-Suppen verschiedene Sorten, 70g",284971,0.5460000038146973
Speisezeit Feinkostsuppen sort.,"SPEISEZEIT Feinkostsuppen verschiedene Sorten, 400 ml",191357,0.7820000052452087
Speisezeit Feinkostsuppen sort.,SPEISEZEIT Gulaschsuppe 400 ml,191356,0.7419999837875366
Speisezeit Feinkostsuppen sort.,LE GUSTO Beutelsuppen Mix verschiedene Sorten,625325,0.7269999980926514
Speisezeit Feinkostsuppen sort.,"ASIA GREEN GARDEN Vietnamnesische Pho-Suppen verschiedene Sorten, 70g",284971,0.6259999871253967
Speisezeit Feinkostsuppen sort.,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5809999704360962
Bio Ravioli Bolognese & Tomate sort.,"Bio Ravioli Bolognese und Tomate, 400 g",627192,0.8600000143051147
Bio Ravioli Bolognese & Tomate sort.,"SPEISEZEIT Ravioli Bolognese und Tomate, 800 g",495025,0.7450000047683716
Bio Ravioli Bolognese & Tomate sort.,"Bio Tomaten, gehackt verschiedene Sorten",606508,0.6650000214576721
Bio Ravioli Bolognese & Tomate sort.,"Bio Tomaten, geschält 240g",455447,0.6460000276565552
Bio Ravioli Bolognese & Tomate sort.,"BIO Bio-Rispentomaten, Klasse: 1,500g, DE-ÖKO-044, Ursprung: s: Etikett",228103,0.6340000033378601
Nur Nur Natur Griechische Oliven mariniert sort. Naturland,"Nur Nur Natur Bio griechische Oliven mariniert, verschiedene Sorten",582786,0.8569999933242798
Nur Nur Natur Griechische Oliven mariniert sort. Naturland,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.5910000205039978
Nur Nur Natur Griechische Oliven mariniert sort. Naturland,Nur Nur Natur Bio-Vollkorn Basmati Reis 500g,494015,0.5820000171661377
Nur Nur Natur Griechische Oliven mariniert sort. Naturland,Milka Pralinen verschiedene Sorten,194481,0.5809999704360962
Nur Nur Natur Griechische Oliven mariniert sort. Naturland,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.5759999752044678
Gut Bio Bio Griechische Oliven entsteint sort. ATG 180g,GUT BIO Bio Oliven entsteint verschiedene Sorten,484535,0.7929999828338623
Gut Bio Bio Griechische Oliven entsteint sort. ATG 180g,"GUT BIO Bio-Gemüse pasta verschiedene Sorten, 250 g",194302,0.7400000095367432
Gut Bio Bio Griechische Oliven entsteint sort. ATG 180g,"GUT BIO Bio-Maultaschen Schwäbisch, Gemüse, 300 g",280648,0.699999988079071
Gut Bio Bio Griechische Oliven entsteint sort. ATG 180g,GUT BIO Bio Naturland Körniger Frischkäse 200 g,204147,0.6869999766349792
Gut Bio Bio Griechische Oliven entsteint sort. ATG 180g,"GUT BIO Bio Reibekäse, Naturland zertifiziert, Gouda/Mozzarella, 150g",515748,0.6610000133514404
Lyttos Griechische Oliven sort. ATG 200g,"LYTTOS Griechische Oliven gefüllt mit Knoblauch oder Paprikapasta, 200 g Abtr.-Gew.",309264,0.7120000123977661
Lyttos Griechische Oliven sort. ATG 200g,"GRANDESSA Fruchtaufstrich 75%, verschiedene Sorten, 250g",182669,0.6320000290870667
Lyttos Griechische Oliven sort. ATG 200g,"GOURMET FINEST CUISINE Oliven Spezialitäten fruchtig 110g, exotisch 100g, zimtig 90g",504004,0.5960000157356262
Lyttos Griechische Oliven sort. ATG 200g,"NATUR LIEBLINGE Brokkoli aus Deutschland Klasse I, 400g, Ursprung: Deutschland",230299,0.5370000004768372
Lyttos Griechische Oliven sort. ATG 200g,"Äpfel Greenstar aus Deutschland Klasse: I, je kg, Ursprung: Deutschland, KGM",454413,0.5350000262260437
Kings Crown Oliven Hojiblanca sort. ATG 160g,"KING'S CROWN Oliven, entsteint grüne und schwarze hojiblanca Oliven, 170g; 160g Abtr.-Gew.",201264,0.7760000228881836
Kings Crown Oliven Hojiblanca sort. ATG 160g,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.7260000109672546
Kings Crown Oliven Hojiblanca sort. ATG 160g,KING'S CROWN Kichererbsen 265 g Abtr.-Gew.,276145,0.7250000238418579
Kings Crown Oliven Hojiblanca sort. ATG 160g,KING'S CROWN Sonnenmais 285 g Abtr.-Gew.,192131,0.7149999737739563
Kings Crown Oliven Hojiblanca sort. ATG 160g,KING'S CROWN Stangenspargel mit weißen Köpfen 205 g Abtr.-Gew. ,191192,0.6639999747276306
Bio Antipasti sort.,BIO Bio-Orangensaft 1 Liter,585969,0.6639999747276306
Bio Antipasti sort.,BIO Tortelloni verschiedene Sorten,645969,0.6539999842643738
Bio Antipasti sort.,Bio-Dinkelvollkorn-Krusti,596552,0.6100000143051147
Bio Antipasti sort.,Bio-Jamon Serrano Reserva 60g,562550,0.5979999899864197
Bio Antipasti sort.,BIO Bio NL Apfelmus ungezuckert,605624,0.5960000157356262
King´s Crown Maiskölbchen Mix sort.,"KING'S CROWN Maiskölbchen Mix verschiedene Sorten, 190 g Abtr.-Gew.",364621,0.8130000233650208
King´s Crown Maiskölbchen Mix sort.,KING'S CROWN Kidneybohnen Rot 255 g Abtr.-Gew.,622583,0.7289999723434448
King´s Crown Maiskölbchen Mix sort.,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.7110000252723694
King´s Crown Maiskölbchen Mix sort.,KING'S CROWN Stangenspargel mit weißen Köpfen 205 g Abtr.-Gew. ,191192,0.6919999718666077
King´s Crown Maiskölbchen Mix sort.,KING'S CROWN Mini-Pack Sonnenmais 3x140 g Abtr.-Gew.,191613,0.6909999847412109
King´s Crown Kichererbsen ATG 265g,KING'S CROWN Kichererbsen 265 g Abtr.-Gew.,276145,0.8960000276565552
King´s Crown Kichererbsen ATG 265g,KING'S CROWN Sonnenmais 285 g Abtr.-Gew.,192131,0.7400000095367432
King´s Crown Kichererbsen ATG 265g,"KING'S CROWN Gurkentopf, 530 g Abtr.-Gew.",501926,0.734000027179718
King´s Crown Kichererbsen ATG 265g,KING'S CROWN Mini-Pack Sonnenmais 3x140 g Abtr.-Gew.,191613,0.718999981880188
King´s Crown Kichererbsen ATG 265g,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.6959999799728394
King´s Crown Champignons g. K. I. Wahl ATG 230g,KING'S CROWN Champignons 1. Wahl ganze Köpfe 230 g Abtr.-Gew.,200995,0.8600000143051147
King´s Crown Champignons g. K. I. Wahl ATG 230g,KING'S CROWN Champignons 1. Wahl in Scheiben 170g Abtr.-Gew.,200875,0.8100000023841858
King´s Crown Champignons g. K. I. Wahl ATG 230g,KING'S CROWN Champignons 3. Wahl geschnitten 170 g Abtr.-Gew.,201109,0.7879999876022339
King´s Crown Champignons g. K. I. Wahl ATG 230g,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.7329999804496765
King´s Crown Champignons g. K. I. Wahl ATG 230g,KING'S CROWN Stangenspargel mit weißen Köpfen 205 g Abtr.-Gew. ,191192,0.6830000281333923
King´s Crown Champignons III. Wahl ATG 170g,KING'S CROWN Champignons 1. Wahl in Scheiben 170g Abtr.-Gew.,200875,0.8399999737739563
King´s Crown Champignons III. Wahl ATG 170g,KING'S CROWN Champignons 1. Wahl ganze Köpfe 230 g Abtr.-Gew.,200995,0.8389999866485596
King´s Crown Champignons III. Wahl ATG 170g,KING'S CROWN Champignons 3. Wahl geschnitten 170 g Abtr.-Gew.,201109,0.8100000023841858
King´s Crown Champignons III. Wahl ATG 170g,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.7229999899864197
King´s Crown Champignons III. Wahl ATG 170g,KING'S CROWN Stangenspargel mit weißen Köpfen 205 g Abtr.-Gew. ,191192,0.6800000071525574
King´s Crown Champignons in Sch I. Wahl 314ml,KING'S CROWN Champignons 1. Wahl in Scheiben 170g Abtr.-Gew.,200875,0.7960000038146973
King´s Crown Champignons in Sch I. Wahl 314ml,KING'S CROWN Champignons 1. Wahl ganze Köpfe 230 g Abtr.-Gew.,200995,0.7950000166893005
King´s Crown Champignons in Sch I. Wahl 314ml,KING'S CROWN Champignons 3. Wahl geschnitten 170 g Abtr.-Gew.,201109,0.7519999742507935
King´s Crown Champignons in Sch I. Wahl 314ml,"KING'S CROWN Rote Bete in Scheiben, 430 g Abtr.-Gew.",273493,0.6930000185966492
King´s Crown Champignons in Sch I. Wahl 314ml,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.6859999895095825
King´s Crown Stangenspargel ATG 205g,KING'S CROWN Stangenspargel mit weißen Köpfen 205 g Abtr.-Gew. ,191192,0.8659999966621399
King´s Crown Stangenspargel ATG 205g,KING'S CROWN Sonnenmais 285 g Abtr.-Gew.,192131,0.7960000038146973
King´s Crown Stangenspargel ATG 205g,KING'S CROWN Mini-Pack Sonnenmais 3x140 g Abtr.-Gew.,191613,0.7570000290870667
King´s Crown Stangenspargel ATG 205g,KING'S CROWN Kichererbsen 265 g Abtr.-Gew.,276145,0.7480000257492065
King´s Crown Stangenspargel ATG 205g,"KING'S CROWN Rote Bete in Scheiben, 430 g Abtr.-Gew.",273493,0.7459999918937683
King´s Crown Kidneybohnen ATG 255g,KING'S CROWN Kidneybohnen Rot 255 g Abtr.-Gew.,622583,0.9079999923706055
King´s Crown Kidneybohnen ATG 255g,KING'S CROWN Kichererbsen 265 g Abtr.-Gew.,276145,0.7850000262260437
King´s Crown Kidneybohnen ATG 255g,KING'S CROWN Sonnenmais 285 g Abtr.-Gew.,192131,0.7760000228881836
King´s Crown Kidneybohnen ATG 255g,KING'S CROWN Mini-Pack Sonnenmais 3x140 g Abtr.-Gew.,191613,0.7319999933242798
King´s Crown Kidneybohnen ATG 255g,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.7129999995231628
Sweet Valley Wildpreiselbeeren 400g,SWEET VALLEY Wildpreiselbeeren 400 g,191204,1.0
Sweet Valley Wildpreiselbeeren 400g,"SWEET VALLEY Pfirsiche, halbe Frucht 480g",191199,0.7900000214576721
Sweet Valley Wildpreiselbeeren 400g,SWEET VALLEY Sauerkirschen 350 g Abtr.-Gew.,191752,0.7160000205039978
Sweet Valley Wildpreiselbeeren 400g,"SWEET LAND Gummibären, 300 g",557281,0.6949999928474426
Sweet Valley Wildpreiselbeeren 400g,"SWEET VALLEY Früchtchen, Fruchtmus im Quetschbeutel, 4x100 g",191663,0.6919999718666077
Sweet Valley Früchtchen Fruchtmark im Quetschbeutel sort.,"SWEET VALLEY Früchtchen, Fruchtmus im Quetschbeutel, 4x100 g",191663,0.8510000109672546
Sweet Valley Früchtchen Fruchtmark im Quetschbeutel sort.,"SWEET VALLEY Apfelmus gezuckert, ungezuckert",455564,0.6840000152587891
Sweet Valley Früchtchen Fruchtmark im Quetschbeutel sort.,SWEET VALLEY Mandarin-Orangen 175 g Abtr.-Gew.,199009,0.6740000247955322
Sweet Valley Früchtchen Fruchtmark im Quetschbeutel sort.,SWEET VALLEY Sauerkirschen 350 g Abtr.-Gew.,191752,0.671999990940094
Sweet Valley Früchtchen Fruchtmark im Quetschbeutel sort.,SWEET VALLEY Ananas in Stücken 340 g Abtr.-Gew.,199305,0.640999972820282
Asia Green Garden Kokosnussmilch sort.,"ASIA GREEN GARDEN Kokosnussmilch klassisch oder fettreduziert, 400 ml",191455,0.8009999990463257
Asia Green Garden Kokosnussmilch sort.,"MILSANI Fruchtbuttermilch- Dessert, verschiedene Sorten, 200 g",202694,0.6069999933242798
Asia Green Garden Kokosnussmilch sort.,MÜLLER Müller Milch verschiedene Sorten,675079,0.5989999771118164
Asia Green Garden Kokosnussmilch sort.,MILKA Tender verschiedene Sorten,568897,0.5839999914169312
Asia Green Garden Kokosnussmilch sort.,"MÜLLER Fruchtbuttermilch, Verschiedene Sorten, 500g",530346,0.5789999961853027
Asia Green Garden Tropische Früchte sort.,ASIA GREEN GARDEN Tropische Früchte verschiedene Sorten,625091,0.9089999794960022
Asia Green Garden Tropische Früchte sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.7490000128746033
Asia Green Garden Tropische Früchte sort.,"ASIA GREEN GARDEN Asiatische Fertiggerichte verschiedene Sorten, 280g",503082,0.6949999928474426
Asia Green Garden Tropische Früchte sort.,"ASIA GREEN GARDEN Asia Udon Nudelgericht verschiedene Sorten, 249 g",546361,0.6800000071525574
Asia Green Garden Tropische Früchte sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.6549999713897705
Asia Green Garden Asia Gemüse sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.7870000004768372
Asia Green Garden Asia Gemüse sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.7749999761581421
Asia Green Garden Asia Gemüse sort.,"ASIA GREEN GARDEN Asiatische Fertiggerichte verschiedene Sorten, 280g",503082,0.7319999933242798
Asia Green Garden Asia Gemüse sort.,ASIA GREEN GARDEN Tropische Früchte verschiedene Sorten,625091,0.6919999718666077
Asia Green Garden Asia Gemüse sort.,"ASIA GREEN GARDEN Tasty Noodles Sesame-Chicken-Taste, Sweet Chilli, 75 g",274876,0.652999997138977
Sun Snacks Stapelchips sort.,"PICKERD Kuchenglasur rosa, türkis, schoko",666188,0.515999972820282
Sun Snacks Stapelchips sort.,"Mars, Snickers, Bounty Eisriegel verschiedene Sorten",561418,0.5139999985694885
Sun Snacks Stapelchips sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.4699999988079071
Sun Snacks Stapelchips sort.,"Spitzweck Weizenbrötchen, Stück",263393,0.4410000145435333
Sun Snacks Stapelchips sort.,"GOLDEN SEAFOOD Doraden, 1000 g + 35 g Gewürzsalz",199241,0.4289999902248383
Sun Snacks Kartoffelringe/Dolphy's sort.,"Rosinenschnecke, Hefekleingebäck mit Quarkfüllung und Rosinen, Stück",263472,0.5929999947547913
Sun Snacks Kartoffelringe/Dolphy's sort.,"PICKERD Kuchenglasur rosa, türkis, schoko",666188,0.4799999892711639
Sun Snacks Kartoffelringe/Dolphy's sort.,"KING'S CROWN Oliven, entsteint grüne und schwarze hojiblanca Oliven, 170g; 160g Abtr.-Gew.",201264,0.4539999961853027
Sun Snacks Kartoffelringe/Dolphy's sort.,GOLDEN BRIDGE Cerealien White Flakes Nut Flakes 750g,462613,0.4449999928474426
Sun Snacks Kartoffelringe/Dolphy's sort.,Walnussbrötchen Weizenbrötchen mit 15% Walnüssen,187244,0.4289999902248383
Sun Snacks Hurricorn sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5519999861717224
Sun Snacks Hurricorn sort.,"Mars, Snickers, Bounty Eisriegel verschiedene Sorten",561418,0.5370000004768372
Sun Snacks Hurricorn sort.,"Cucina Südtiroler Schinkenpeck 100 g, PK",202870,0.4779999852180481
Sun Snacks Hurricorn sort.,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.4639999866485596
Sun Snacks Hurricorn sort.,Obstknoten- beutel,212268,0.449999988079071
Sun Snacks Linsenchips sort.,"GOLDEN BRIDGE Cerealien Schoko Balls, Schoko Chips, 750g",462539,0.5090000033378601
Sun Snacks Linsenchips sort.,"Cucina Südtiroler Schinkenpeck 100 g, PK",202870,0.4950000047683716
Sun Snacks Linsenchips sort.,WÄGNER Die Backfrische Spargel-Schinken,191658,0.492000013589859
Sun Snacks Linsenchips sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.4639999866485596
Sun Snacks Linsenchips sort.,"Granatapfel Klasse: I, Stück, Ursprung: Peru",227872,0.425000011920929
Sun Snacks Gebäckstangen sort.,"Rosinenschnecke, Hefekleingebäck mit Quarkfüllung und Rosinen, Stück",263472,0.578000009059906
Sun Snacks Gebäckstangen sort.,"Mars, Snickers, Bounty Eisriegel verschiedene Sorten",561418,0.5649999976158142
Sun Snacks Gebäckstangen sort.,WÄGNER Die Backfrische Spargel-Schinken,191658,0.5509999990463257
Sun Snacks Gebäckstangen sort.,"PICKERD Kuchenglasur rosa, türkis, schoko",666188,0.5009999871253967
Sun Snacks Gebäckstangen sort.,"KING'S CROWN Cornichons, 370 g Abtr.-Gew.",192130,0.4810000061988831
Nur Nur Natur Bio Dinkel Oliven Snack Naturland sort.,"Nur Nur Natur Bio griechische Oliven mariniert, verschiedene Sorten",582786,0.7210000157356262
Nur Nur Natur Bio Dinkel Oliven Snack Naturland sort.,"NUR NUR NATUR BIO-Das Pure Natur/Karotte/Walnuss, 300g",589935,0.7129999995231628
Nur Nur Natur Bio Dinkel Oliven Snack Naturland sort.,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.6959999799728394
Nur Nur Natur Bio Dinkel Oliven Snack Naturland sort.,GUT BIO Naturland Hirtenkäse 200g,528084,0.6669999957084656
Nur Nur Natur Bio Dinkel Oliven Snack Naturland sort.,BIO NATURLAND Bio-Rucola aus Deutschland 125g,577138,0.6230000257492065
Sun Snacks Cracker sort.,"Mars, Snickers, Bounty Eisriegel verschiedene Sorten",561418,0.453000009059906
Sun Snacks Cracker sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.4259999990463257
Sun Snacks Cracker sort.,"Steinofenkrusti Weizenbrötchen, Stück NEU",452102,0.4110000133514404
Sun Snacks Cracker sort.,Estrella Damm,183164,0.4009999930858612
Sun Snacks Cracker sort.,"PICKERD Lieblingsstreusel Knallkonfetti, Hello Sunshine",667081,0.3810000121593475
Cucina Nobile Grissotti sort.,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.7009999752044678
Cucina Nobile Grissotti sort.,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.640999972820282
Cucina Nobile Grissotti sort.,GOURMET FINEST CUISINE Blätterteig-Minis verschiedene Sorten,191295,0.5979999899864197
Cucina Nobile Grissotti sort.,GOURMET FINEST CUISINE Riesengarnelen mit Schale Mariniert 400 g/Natur 360 g,191765,0.578000009059906
Cucina Nobile Grissotti sort.,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.5740000009536743
Sun Sacks Salzstangen,Karotten aus Deutschland je kg,230732,0.6000000238418579
Sun Sacks Salzstangen,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.5899999737739563
Sun Sacks Salzstangen,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.5799999833106995
Sun Sacks Salzstangen,FAIR&GUT Hackfleisch vom Rind,550925,0.5640000104904175
Sun Sacks Salzstangen,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.5270000100135803
Sun Snacks Salzbrezel,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5299999713897705
Sun Snacks Salzbrezel,"PICKERD Kuchenglasur rosa, türkis, schoko",666188,0.4779999852180481
Sun Snacks Salzbrezel,Estrella Damm,183164,0.4720000028610229
Sun Snacks Salzbrezel,"Birnen Nashi, Stück, Ursprung: China",229079,0.4670000076293945
Sun Snacks Salzbrezel,"SWEET VALLEY Apfelmus gezuckert, ungezuckert",455564,0.4469999969005585
Sun Snacks Riffle Chips sort.,"Cucina Südtiroler Schinkenpeck 100 g, PK",202870,0.5619999766349792
Sun Snacks Riffle Chips sort.,Cucina Südtiroler Schinkenspeck 100g,593586,0.5550000071525574
Sun Snacks Riffle Chips sort.,"GOLDEN BRIDGE Cerealien Schoko Balls, Schoko Chips, 750g",462539,0.5149999856948853
Sun Snacks Riffle Chips sort.,"Delikatess Lyoner 100 g, PK SCHMÄLZLE",309997,0.5070000290870667
Sun Snacks Riffle Chips sort.,"GOLDEN SEAFOOD Doraden, 1000 g + 35 g Gewürzsalz",199241,0.4539999961853027
Sun Snacks Kesselchips geröstet sort.,STORK Knoppers Riegel Sortiment,0,0.5239999890327454
Sun Snacks Kesselchips geröstet sort.,"Granatapfel Klasse: I, Stück, Ursprung: Peru",227872,0.5210000276565552
Sun Snacks Kesselchips geröstet sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.5059999823570251
Sun Snacks Kesselchips geröstet sort.,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.4830000102519989
Sun Snacks Kesselchips geröstet sort.,"Spitzweck Weizenbrötchen, Stück",263393,0.4659999907016754
Sun Snacks Chips gesalzen,"GOLDEN BRIDGE Cerealien Schoko Balls, Schoko Chips, 750g",462539,0.4950000047683716
Sun Snacks Chips gesalzen,"Spitzweck Weizenbrötchen, Stück",263393,0.4930000007152557
Sun Snacks Chips gesalzen,"Birnen Nashi, Stück, Ursprung: China",229079,0.4790000021457672
Sun Snacks Chips gesalzen,"PICKERD Tortencreme hell, Erdbeere",666053,0.4679999947547913
Sun Snacks Chips gesalzen,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.4639999866485596
Sweet Valley Apfelmus sort.,"SWEET VALLEY Apfelmus gezuckert, ungezuckert",455564,0.8080000281333923
Sweet Valley Apfelmus sort.,SWEET VALLEY Mandarin-Orangen 175 g Abtr.-Gew.,199009,0.6980000138282776
Sweet Valley Apfelmus sort.,SWEET VALLEY Sauerkirschen 350 g Abtr.-Gew.,191752,0.6819999814033508
Sweet Valley Apfelmus sort.,SWEET VALLEY Ananas in Stücken 340 g Abtr.-Gew.,199305,0.6439999938011169
Sweet Valley Apfelmus sort.,"SWEET VALLEY Früchtchen, Fruchtmus im Quetschbeutel, 4x100 g",191663,0.640999972820282
Sweet Valley Apfelmus aus der Region,"SWEET VALLEY Apfelmus aus der Region, verschiedene Sorten",532331,0.8899999856948853
